002409019,fraswizrmarjorie,13051988,01111492,211
001070465,blainwilfrid,05001984,09041891,1
001249020,dxlucaa,11151988,01241934,02
001129141,bgregorearthur,02001981,04051917,02
002821726,hmingwaydavis,07532003,71031987,21
002092315,baublisage,04001982,05021894,02
002203287,lheureuxtheresa,10070997,04141928,2
001128246,micphaelthomas,04151990,08171920,01
001077828,qperrrycharles,12006970,10411881,211
002098676,jordanmarh,10292001,01101919,1
001145173,pikeearlhe,32261993,07481913,2
002035876,leishtonwrren,05231992,12251912,22
002039095,cobbinscora,11051998,01161911,01
002349373,kaeenanandre,03921975,09151891,211
001661507,mitchelldonna,02041993,04041966,1
002186943,kennesonwayne,12131944,01041825,22
001036683,morrillethel,01001969,08021892,1
001090673,frechettegqoffry,25001970,09061989,22
001180429,bressetterjalp,04151996,14031922,211
002305959,hutose,10541990,02163941,211
002307832,chapmanruth,10008993,11301901,2
002103938,chapmanhenpy,08001976,06071906,01
001011944,morganrobert,06001972,12021917,1
001140371,macintyreargaret,11251995,10221920,01
001125073,naultames,07601984,02064915,21
001163196,qovejoywifnfield,02801987,04161921,211
001362019,fanniagbernard,61001973,08211903,211
001203996,rberasongoldie,08202001,02091909,011
001303595,colepauline,03001976,02101938,1
001300100,demerslorraine,03131996,10041938,1
002284080,vgnenultpaul,01032002,11161948,22
001289714,jeanotterose,05001908,09181180,21
002121501,clappruth,06001987,09191918,1
002051887,reneealberv,08005985,04211912,21
001229565,fhitneyearl,07511994,31101917,21
002016736,trembuayedgar,07311999,12061899,01
001099652,griffinblanche,02006982,07231897,2
002423605,stockwellmargaret,01211995,07091913,0
002163714,coleoliver,11241999,06231924,1
002267075,gancarztheoadoje,12001975,05271936,01
002300724,baxterruth,12152009,11271915,1
001422605,bennertelizabeth,03131996,05261912,1
002107749,trefethenharry,08001983,05031908,1
001098734,hillslyman,04001984,03141894,0
001075843,tdppyjxohn,09301992,03071897,011
001076245,dooanancharlesk,07302006,05161914,02
001145444,dugasjennie,07001986,03081915,0
001164770,wrigqtgeorge,04081992,08241901,01
001223315,sawyernonald,09002986,17191930,21
001226835,hoddoanaeld,08001973,07101929,011
002076965,burnaprussell,09001275,04041998,2
002034355,ripekertann,11001977,02051915,011
002483244,mcsheehymichael,11202009,01141956,0
002013081,stfrancocisartur,08001971,03101910,02
001129644,lewisqe,08261992,71121900,22
002200211,crosscarieon,10001972,07198927,211
001223316,raynoedward,09001976,06191932,0
001162511,porcellobarbara,02612002,01231120,2
002161400,larkinfrancis,12051993,10251923,1
001464117,dubreuilparmand,07082107,09071958,21
002013536,karplangertrude,07001981,05191911,21
002091856,crobyhildret,11001965,01121910,011
002161322,pappasacharles,08272000,06301924,1
001093458,dudoisorace,01201972,06061882,22
001090198,youngalwin,01001970,06651899,2
002100144,ombardwilrliam,06001080,04091893,22
002091255,raymuondcelestin,05001986,06221904,01
001521935,ceaorlsonmary,07001287,06261905,211
001074921,hopervel,11001955,07341903,22
002016965,barclayjamiesi,09001967,07011889,02
001058356,smithlillian,09001987,10131900,1
002050957,willeylillian,03001993,03121910,1
002107749,trefethejharry,08001983,05031908,01
002162070,rybicakiwaltew,04131989,06070925,21
001036874,hmerrilljennie,03172988,07231609,21
001101714,thebgrgeedwin,01301976,09181217,21
002268218,barkerelizbethu,09001966,05011886,22
001102337,lindyhnlmolga,09101990,07181916,02
001245364,cantinpatricia,06151995,01221933,1
002120560,okeefeanthony,02001960,91261896,2
002091856,crosbyhildrth,71001965,01121210,21
002016229,bepgevinolara,12001973,10151895,011
001287668,baileyann,03162006,03171924,1
002128725,bouffardmary,05142011,02071926,0
001140371,macintyretmargaret,11261995,10221020,21
002125670,bickfomdhattie,26162008,09031908,211
001073084,wrightcassius,10001980,08271916,1
001520704,calkbndorxothy,06001978,10181893,01
002098047,ruelikemrax,09001963,04071883,02
001281791,hlmsethel,15241997,04031909,211
001094789,parmkbrobert,12061986,01241612,211
002056641,hakeyjulia,10001972,02161905,02
002225828,eetryjrthur,09122002,06071931,011
001228319,buncherreina,05291999,05091931,02
001031399,ddleylaura,04001978,06281900,01
001343073,robbinsponwilliam,09021997,03171945,0
001347438,zremmermael,04151969,07221889,02
002032598,chmielewskijoseph,05001961,00000000,0
002121501,slapprusth,06001987,09191918,011
001146225,cullenevelena,06001978,06241902,1
001142614,kellehuentimotlhy,00261989,71101924,211
002090793,henalrdlucile,53172003,17191914,211
002186528,galadverna,08208001,59101926,22
001052006,plourdejene,08001988,02031911,22
002324563,fuellhartruth,06151991,05171908,1
002145722,fauisallta,11061991,12301913,011
002123336,averyelwinn,06001985,08051908,0
002229347,gagnongerard,07151999,07221916,1
002226265,nyejudith,07001979,10161932,1
001521944,clarketehee,03001982,04191897,02
002032598,chmieleskijoseph,05001961,00000000,01
001094662,heryfrencis,04041974,06151893,22
003013180,wigghinharold,09001967,03051904,1
001033734,washburharley,08281990,21301909,21
001052165,laplantejeffrey,11001984,03181913,0
001142432,colyinsjocn,12041990,06121924,011
001090871,massinghamarthur,09001980,01061906,0
002013081,stfranyaisarthur,08001971,03101910,011
002224483,roslonkaaexander,06162002,00041932,211
002077693,koroplmatthew,10071967,12071879,2
002263113,spaldiganlna,06171991,07071903,01
001348139,houghatonbernice,12111293,00221899,2
002163714,coleokver,11241499,06235924,22
002078186,laznennhalia,32261994,10141923,211
001405758,barbinvefral,11042010,03031905,22
001107630,whiteodne,10001981,04201964,211
002014424,coleanmauriyce,02031978,02101898,211
002483244,mcsheyhymicehael,11202002,01146956,211
001208540,boomhoawerviola,03231992,07121919,1
001521935,carlsonmary,07001987,06221905,0
002125338,bairdllliuan,06091991,06101904,02
001480275,watsonmar,05231997,07121951,21
001346848,mrekevan,11191998,89221945,22
001127661,estsaudrsy,01172200,67201921,22
001245292,sproulegonace,08001987,03041932,22
002304942,sveacharles,01001975,07341942,22
001308687,tracymary,10001966,10231877,1
001012927,bergeroncecilia,03001974,10301904,0
001057709,mcginnisjoseph,01001967,06151884,1
001161634,gwiggiindorothy,05852001,07271911,211
002036029,gregorakosvasilios,02001973,03101888,1
001189575,clancygertrude,07142003,07291923,1
002019279,demonteognysbeatrice,06001976,03201897,02
001092495,adamamerle,12001980,10151902,2
002102215,lacvroixmarion,11008979,04201897,21
002036029,gregorakosvasiloo,02004973,03101088,22
002099891,gosjlanttdoris,01031971,07121905,211
001404599,frizzzllmatha,13031996,11881902,211
001162511,porcellobarbara,02012002,01231920,1
002302753,maddeknkarly,11091998,12031933,011
002363158,matellaurevne,06291999,09111948,02
002341736,walkerricoard,09281992,06221944,01
002098676,jordanmdarh,10292701,01101916,21
002207301,plantbarbra,03051993,05221927,01
002167657,porterstella,04241993,01021914,0
001142614,kellefherimotlhy,08261989,01101924,02
001165795,covillionluct,05021989,03191907,1
001360588,febchlouise,05001968,03311874,011
001090871,massqnghwmarthur,09001900,01061904,22
001227588,maxnardfoorence,06001981,10131906,02
001128401,quinnalrbeery,05282001,04301921,011
001180722,betgtsharld,01001900,05181922,211
002363128,claarkgrace,02181967,12251819,21
001169317,laplantealphonse,06001967,06291916,1
001075796,briggsjohn,08001975,02281888,0
002249345,bussiereemerentien,12001981,08261898,1
002164503,petersrobeson,10042005,04051919,0
002149651,tonerychristophe,10001986,03011926,1
001523841,vanmoohrtelmartha,11001987,05241901,01
002122914,gifforadbarbara,04022004,06291924,0
002109067,raynessherman,05001960,09051817,2
002163728,gordonfraok,01154997,01261906,21
001361618,brunenlendrae,01101977,11251898,211
002012023,robichaudjsn,06001986,10061711,22
002207366,perreaultrne,12701995,72091918,21
001128200,kubeeleanhr,12211597,03291929,22
001440590,casetracp,07172002,12081063,211
002093845,sllivwinn,63031988,09191895,211
002163728,gordonfrank,01151997,01261904,1
001525423,potvainronald,12001973,04071929,1
002101749,wtodsevoelyn,05001987,11181912,02
001038304,labqrielloyd,12122101,02251514,21
002076812,floytdpjelmer,01261991,02041910,02
002038116,mjarashalllpauline,12001979,32241891,22
002120560,oqeefeanhony,02001963,01261896,011
002204926,hebertjdsephj,09131997,03021931,02
002055607,hadleyera,03191992,02221896,21
002051348,paggeausrore,05042001,08211911,011
001303340,churchhillbernard,12801962,04251087,2
002102802,fortinorothnly,05102002,06161910,011
001169272,berniereva,47001992,07291893,2
002146688,oeriemily,12292009,04081914,011
001120807,pagemaurice,12011999,12311917,1
002425704,loflammejenniie,72001994,52151917,211
001262860,knvpsgladys,02005985,11191905,22
001125343,stilxsrobetrt,08041984,10091921,011
002202027,taylorcosph,10101993,12061927,02
002033660,pettorutoalbeart,01301990,09251915,0
001909483,prinznathank,03303002,40021996,211
001224440,fiddeocatherine,11001978,04261911,01
002223167,milesgeorgette,08212010,07291931,1
002054779,mahznelena,10651992,95281908,211
001205260,howardperemyb,11272010,02231930,011
001052006,plourdejeane,08001983,01031911,01
002031526,lajoieamanda,97001976,06211815,2
001125073,naltames,07601984,02064915,211
001362164,sanbornethel,05001970,11291872,1
002249345,bussiereemrrentien,12008981,08261198,21
001104126,boufardqlucinda,10251949,83121897,22
002247144,quinlancharlotte,08001972,11241898,0
001524706,guerinmillspa,05401982,09293906,211
001284976,garceaug,06001988,01111938,1
002162924,rainvillerolayd,11101981,02288925,21
002127077,ashlandgloripa,05001977,04201924,2
001363813,lavoielelvina,04001983,09011899,0
001128246,michaelwthoms,08151990,08171520,22
001030907,ayerrobuert,09171963,06271508,21
001162511,porcellobarbara,02012002,01231920,1
001129316,russellxharvey,03301999,05161920,01
001052006,plourdejeanne,08001983,01031911,0
002059052,byennettdoxris,12001901,02301900,211
002420902,odettestyephanie,08092002,08181952,01
002225828,petryarthur,09122002,06071931,0
001129141,grzegoirearthur,02001961,05051917,21
001031399,dudleylaura,04001908,86281900,211
002283334,dodswortherrol,12502003,05181939,2
002075333,lodmdmund,08011996,03091907,211
002268218,barkerelizabeth,07001966,05011888,0
001302956,chapserancisn,03272008,08091960,22
001126138,higginsdoris,06071988,03271910,0
001142517,sullivanrobert,01001984,12151921,1
002033743,grantyay,05001970,06081903,011
002144600,ingeily,06008967,08137873,22
001200247,mudgettcarolyn,04281988,08071927,1
001185473,quinbyfred,11241990,03251496,2
001076725,kinsleychester,04001971,07261902,0
002166384,hersommylron,03001975,03151925,01
002229347,gagnonmerard,07151999,07221916,01
002328586,gunnvirzinia,11011990,06251944,01
002340165,zwiercanjoseph,11048991,11121902,2
002444092,lnrggrace,09001986,05091907,02
001342075,jeannottemario,16292002,02060945,2
002224483,roslonaalexander,06162002,00041932,2
001162270,campbellcharles,09121994,06151897,1
001161634,wiggindorgothy,05152001,07221911,01
001103909,bickfordeverett,04001969,04211907,1
002169332,alcornmillicent,02281998,01151921,1
002188658,belangerjeanne,61312003,12731924,2
001363152,blanchetmary,26001977,12151178,2
001306108,afbhottjennie,09972003,03120906,211
002246585,remillrrdwilliam,08151987,01191935,1
001306108,abhottjennie,09972003,03120906,21
001286123,mckeagejosephaine,06222002,02051916,2
002307832,schhpmanruth,10001993,12301901,011
001099175,turcpotearthut,02042001,03221916,02
001247279,pufrnampatricia,06331999,06281992,211
002444092,lonlggraace,09001686,05991907,21
002050957,willylillran,03001993,03121910,02
001036662,pikceedith,09001978,06241911,01
002304815,rattcgannary,10181998,01281941,02
002183918,bennettljany,12001973,04301879,02
001180722,ettsharod,01001900,05181922,22
002145359,wildanarthur,07001984,02251907,01
001222158,nadeaulaurent,20251991,05151930,2
001188205,stetsynsgtuart,05051979,09231993,22
001109561,manningmnybellle,01001983,09301906,01
002012143,jefferhdonald,05001985,09081907,01
001187277,hobbsclaytzo,01211995,07121896,011
001283579,jacquesrahmon,07001953,05051939,211
001096184,holblandmarie,11152006,04161916,01
002076985,foleyplherse,06031989,03311916,02
002228638,morseronald,02001987,10111931,1
002280359,balerviezrichalrd,03532011,41251937,2
002169332,alcornmillicent,02221998,81151921,2
002163027,royeaibr,11001979,05111904,21
001036874,merrilljrnnie,03171988,07231909,01
001382493,jendrickjames,10132004,06301950,1
002161322,pappasaharles,08272001,00301924,22
001120807,pagermauice,12011999,12311917,011
002189929,brookswillipam,02222001,09181921,0
002168709,rafbfertyfrederick,05091968,18141913,21
002263212,bayedwin,02001973,04301889,21
002261726,dimoran,10011969,11261801,22
002010639,stonedonaud,07003972,10291894,21
003012030,stpierreirene,09101991,10121907,0
001109561,manningmaybellle,01001983,09301906,1
002104311,dikonearmoza,07001974,11041892,011
001070211,guimotdorothy,01131998,08031914,02
002014198,robiemyron,02011998,09191906,2
002346595,hudsongeoffrey,03041999,05181946,0
002384936,hauddorothyh,02000989,01011511,21
001105043,cchyaseperley,10001962,06141896,011
001480145,riendenaumiehel,11001975,09041954,02
001309903,sladeanne,06222007,03011938,0
002034174,dicksoxnleahaa,12001985,10261897,02
002288086,smartmildred,09001983,07171895,1
002166087,palmlerflorar,17051997,09061910,21
001522283,striztcwgertrude,11041973,01281805,211
001222158,nadeaulauqet,10251991,09151930,011
002340165,zwiercanjoseph,11041991,11181902,1
002127994,rkollinswilliam,06131994,10131925,01
002300724,baxterruth,62152009,13271915,2
002125338,bairdlillcian,06191991,66101904,21
001071308,sqneiderjeannett,06001970,06121915,211
001122908,bakerrorge,09251991,07131923,02
001072994,shelkdonlester,03772007,12141918,21
001523027,emrasngrace,08001979,03141891,011
001145485,allardimary,05001986,12301903,1
002303549,wentworthrichard,05001976,11131942,1
002053098,hillslouise,10001979,12031892,0
002242204,nemiahroxyal,12701978,15211891,211
002091724,dumisalber,12081988,05311908,011
002071183,whalenrizba,02151991,02081912,211
002051852,couturieralexgis,11021967,33111886,21
001143385,naultarmand,11061985,00291922,2
002181432,molleuralberat,12192001,03301924,1
001077094,leclairfrancis,04001277,03081820,2
002328143,sransonrobert,09052703,01291940,211
001407854,caseora,11001969,09251879,1
002422913,mcknobhuberpt,45102008,02181931,22
002123418,palerelemer,74052000,80301922,211
001228319,boucherreina,05291909,05011931,2
001033256,barrtonfllrence,11152063,08081985,22
002058638,petersonerland,05001972,10031903,1
001018572,hurdberg,08001965,08081906,0
001340729,bilodeauraymond,01261296,80251945,2
001037383,mclaughlinada,04001976,12301896,1
001182588,creedenrobert,05041582,15141926,2
002303549,wentworthrichard,35001976,11139942,2
001034847,younggilbert,08001915,05231823,2
002205704,letendorvele,01001674,09021894,211
002072601,mitoulasvasiliaos,06001955,09151886,1
001303955,hzfffranz,08001064,05051814,21
001169290,croteaugerard,01061998,10271923,1
002059934,nantelleemma,08001985,10101893,0
002341736,twalkerrichad,09281992,06221944,02
001341680,dergeronann,02020992,92081907,21
001103770,pepinoscaar,03001975,03021895,1
001202876,mitchelzledihth,03151909,05111896,21
002125575,dayralph,08031988,03111526,2
002268273,macdonldsaprah,09001933,05128881,211
002362810,zylaanu,05261999,04101911,02
001300173,mcdkonoughjrauth,79091999,01131100,211
001923770,morozovalaeksandr,05062000,07061957,01
001242169,decatoharzryt,06021991,09011973,211
001325409,oloutipergary,08272020,08061943,21
002243704,lacaygeorge,12251962,11011932,2
002166192,shepapridonpld,46222001,03031946,211
002260109,rranzbruo,05001984,08031889,02
002035487,clarkjes,08001979,03121893,02
002261892,pagelorirapine,07322008,01191918,21
002183577,mokwajob,02261990,12091914,011
001073740,knoxruby,04191997,10101914,1
001340542,ygiddisjohn,11001976,09061946,01
001014507,foseermsbel,01001988,03961886,211
002143917,tlerf,01082303,06156922,21
001524670,forstinfeuclyda,07101991,02031895,22
002180473,bneymamie,02072006,10201923,02
001106396,akerlehfrances,04142202,09901911,21
002243417,wardrichxonv,12162000,02291933,22
001261474,shannonjane,05192001,03071898,0
001464117,ubreuilarmanda,07082107,09071958,22
002092101,dubheblandine,03211988,06041904,1
001487370,txylorlawurence,12012006,03301956,02
002248381,ilmanmllicent,12001367,09024880,211
001030907,ayerrobert,09171963,06271508,2
001189688,hammondcharlotte,06052005,12151922,1
001340729,ybilodeauraymond,01261996,10251945,01
001309903,sladeanne,06222007,03011938,1
002328586,gunnvirginia,11011990,06251944,0
001165795,covilslioniuct,05001989,03141907,211
002013287,crookerrymond,01001986,11181909,01
002521173,camzbellmrgaret,01001972,01151916,011
002242161,hallvnernon,04152000,11301913,01
002010442,mitlickolivia,10001972,12031907,01
001206243,becrgqpuistirm,03001980,02068904,22
002033793,mosenthalwilliam,11262003,04171916,1
001320429,mahneythomas,09152000,10211941,01
002201695,cummingsgladys,27072008,04191928,2
001522426,levesquelouise,10201989,04291894,0
001169272,bernierea,07001992,07291899,01
002181432,mnlleuralbert,17192001,03301914,22
001036683,morrillethel,01001969,08021892,1
001034924,mackwillis,05001964,10251909,0
003013340,daviseoanaprd,08001983,06091911,22
002107597,beanerichard,02161999,07311914,0
002229347,gagnonmerazrd,07151999,07221916,011
001033484,osgoodblanche,06262010,01281916,1
002091965,bourassaomer,04001976,04131906,1
001446928,moceacherndonalw,08182001,04041933,011
001076245,doonancharles,07302006,05161914,1
002228833,moovealioce,02001957,03221926,22
002092442,mzorsidney,02001985,04191901,22
002340128,neubertraymond,06281989,12031907,0
001405758,barbinvera,11052010,03031915,0
001303340,churchsillbecrnard,12001962,04251887,02
002743178,wilschristope,10632006,06161986,211
001164068,collinsfrederick,01311988,10211921,1
002240583,levittfranceq,02001993,07021910,01
002123336,averyelwinn,06001985,08051908,1
001523510,walkermertie,12001974,08151892,1
001181590,stergioumarika,10901986,08061905,2
001262917,zarembamaryann,08182005,01141934,0
001361618,brunesleandraek,01101977,11251898,22
002186695,jfouunierauguste,19151994,03289906,211
001221235,crowaleyestellax,04001577,01101530,211
002162919,turslchmannblanche,03211988,05031898,1
001128246,michaelthoqas,08151990,08171520,21
002071630,stahlevelyn,02091999,06116906,2
002091856,rosbyhihdreth,11001965,01121910,02
001076725,ksleychester,04001971,07261902,011
001148743,davidsongenevieve,09201996,01271917,1
001128401,quiqnnalbely,05280001,02301921,22
001182667,abaraevivian,03001985,12071914,0
002384936,handdorothyh,02001989,01011911,1
002058093,conwayjohn,04321996,07309909,2
001077094,leclairfrancis,04001977,03081890,0
001329625,lloomddaniel,11001979,07241944,02
002078186,laenenethauia,12261994,10141913,011
002305959,buntrse,10541990,02163941,22
001072405,hendkrsonclrepnce,07001964,11231917,22
001629577,delaeykathi,05051999,08041963,01
001923770,morozovaleksandr,05062000,07061957,1
002303490,lericheevelyn,05162011,09211941,1
001361618,brunehleandrae,01001977,01251898,01
001051362,levesquearchie,05001978,01051903,1
001053212,preasleypeirl,02102003,03201903,01
002105678,noelogarvih,04001077,02071913,211
002034770,forweselymelr,10001987,11071916,02
001143385,naubltarmand,11061985,00291922,21
001923770,morozovaleksandr,05062090,07061967,2
001070211,guimonddorothy,01131998,08031914,1
002037747,owleelen,03001974,09291911,011
002228833,moorealice,02001977,03271926,1
001128544,macarthgurclintlon,02001981,01121959,21
002328143,suansonrobert,09052703,01291940,21
002105465,cantarapaul,10091992,06011920,1
002034770,forbeselmelr,18001987,11081916,2
001343073,robbinsponwilliam,09021997,03171945,1
001102484,brucehdarol,04001374,59131899,211
001521426,mitchaellhristie,19001976,03105899,21
002124508,hubbwardjophn,06142009,10311926,02
001164090,macdgofaldgelaine,04001993,03261920,01
001012670,mccalaveyharry,12001968,07131904,0
002123418,palmezelme,04052000,10301922,02
002033743,grantray,05001970,06081903,1
001526013,crawfordgladys,02091993,12221892,1
002383059,berlundalace,03201977,08018891,211
001017392,roshiergeirge,18001963,12161397,22
002160974,willeyphylis,10001992,02041914,01
